0.004031	0.007659	0.016012	3432175031.250091
0.004012	0.007686	0.015363	3432175032.240104
0.004020	0.007699	0.014796	3432175033.240059
0.003969	0.007684	0.014322	3432175034.240050
0.003973	0.007689	0.014014	3432175035.240046
0.004015	0.007696	0.014018	3432175036.240048
0.003998	0.007686	0.014114	3432175037.240048
0.003988	0.007684	0.013961	3432175038.240047
0.003997	0.007679	0.013754	3432175039.240046
0.004001	0.007668	0.013498	3432175040.240049
0.004009	0.007670	0.013240	3432175041.240051
0.003996	0.007657	0.013013	3432175042.240047
0.003972	0.007650	0.012759	3432175043.240048
0.003967	0.007674	0.012651	3432175044.240047
0.004004	0.007657	0.012659	3432175045.240049
0.003971	0.007675	0.012773	3432175046.240046
0.004021	0.007662	0.013218	3432175047.240045
0.003990	0.007644	0.014034	3432175048.240046
0.003974	0.007685	0.015116	3432175049.240046
0.003980	0.007709	0.016380	3432175050.240050
0.003973	0.007670	0.017721	3432175051.250100
0.003979	0.007644	0.018641	3432175052.240080
0.003989	0.007679	0.019138	3432175053.240056
0.004043	0.007643	0.018018	3432175054.240052
0.004117	0.007657	0.017160	3432175055.240046
0.004102	0.007674	0.016318	3432175056.240047
0.004058	0.007662	0.015910	3432175057.240046
0.004068	0.007679	0.015901	3432175058.240045
0.004067	0.007681	0.016291	3432175059.240044
0.004052	0.007679	0.016947	3432175060.240044
0.004009	0.007690	0.017736	3432175061.240049
0.004020	0.007675	0.018389	3432175062.240045
0.003976	0.007660	0.017677	3432175063.240048
0.003985	0.007686	0.016585	3432175064.240046
0.004043	0.007679	0.015518	3432175065.240048
0.004044	0.007686	0.014834	3432175066.240047
0.004064	0.007657	0.015179	3432175067.240041
0.004102	0.007691	0.015434	3432175068.240041
0.004085	0.007719	0.015018	3432175069.240042
0.004091	0.007680	0.014642	3432175070.240039
0.004068	0.007664	0.014410	3432175071.250096
0.004071	0.007680	0.014149	3432175072.240084
0.004060	0.007679	0.013871	3432175073.240047
0.004084	0.007655	0.013786	3432175074.240062
0.004056	0.007675	0.013811	3432175075.240064
0.004049	0.007683	0.014713	3432175076.240049
0.004076	0.007670	0.014913	3432175077.240051
