0.004176	0.006453	0.011710	3430876949.205050
0.004171	0.006444	0.011535	3430876950.205047
0.004155	0.006459	0.011251	3430876951.205049
0.004142	0.006439	0.011236	3430876952.205050
0.004131	0.006455	0.011357	3430876953.205053
0.004139	0.006455	0.011355	3430876954.205052
0.004123	0.006435	0.011473	3430876955.205048
0.004149	0.006418	0.011544	3430876956.205052
0.004128	0.006453	0.011546	3430876957.205050
0.004109	0.006462	0.011531	3430876958.205051
0.004128	0.006459	0.011341	3430876959.205050
0.004110	0.006461	0.011320	3430876960.205048
0.004123	0.006460	0.011408	3430876961.205052
0.004126	0.006465	0.011439	3430876962.205047
0.004125	0.006486	0.011561	3430876963.205048
0.004120	0.006448	0.011680	3430876964.205172
0.004116	0.006497	0.011798	3430876965.205081
0.004113	0.006464	0.011527	3430876966.205058
0.004157	0.006432	0.010701	3430876967.205050
0.004152	0.006431	0.011166	3430876968.205052
0.004146	0.006435	0.011808	3430876969.205050
0.004165	0.006441	0.012199	3430876970.205048
0.004142	0.006431	0.010627	3430876971.205045
0.004172	0.006433	0.010424	3430876972.205050
0.004162	0.006485	0.010975	3430876973.205050
0.004100	0.006479	0.011083	3430876974.205051
0.004135	0.006482	0.010792	3430876975.205048
0.004106	0.006429	0.010529	3430876976.205044
0.004153	0.006423	0.010862	3430876977.205042
0.004099	0.006496	0.011542	3430876978.205041
0.004146	0.006447	0.011869	3430876979.205070
0.004067	0.006489	0.012276	3430876980.205063
0.004131	0.006469	0.012303	3430876981.205050
0.004111	0.006486	0.011968	3430876982.205053
0.004073	0.006453	0.011254	3430876983.205049
0.004051	0.006516	0.010406	3430876984.205178
0.004084	0.006457	0.009862	3430876985.205059
0.004104	0.006466	0.009879	3430876986.205050
0.004037	0.006477	0.010604	3430876987.205050
0.004073	0.006450	0.011488	3430876988.205050
0.004100	0.006442	0.011916	3430876989.205052
0.004096	0.006442	0.011177	3430876990.205049
0.004111	0.006500	0.010219	3430876991.205049
0.004143	0.006437	0.010023	3430876992.205050
0.004124	0.006460	0.010420	3430876993.205047
0.004124	0.006460	0.010915	3430876994.205050
0.004115	0.006454	0.011243	3430876995.205048
0.004167	0.006444	0.011150	3430876996.205050
0.004132	0.006455	0.010674	3430876997.205049
