0.004596	0.007154	0.013862	3406077138.155044
0.004590	0.007162	0.014457	3406077139.155049
0.004592	0.007158	0.013865	3406077140.155048
0.004548	0.007184	0.013672	3406077141.155048
0.004525	0.007182	0.013467	3406077142.155046
0.004594	0.007185	0.013528	3406077143.155050
0.004596	0.007187	0.013828	3406077144.155046
0.004603	0.007231	0.012793	3406077145.155049
0.004556	0.007158	0.012199	3406077146.155043
0.004464	0.007198	0.011788	3406077147.155040
0.004442	0.007174	0.013425	3406077148.155040
0.004443	0.007176	0.013123	3406077149.155064
0.004486	0.007271	0.012911	3406077150.155058
0.004460	0.007164	0.013389	3406077151.155048
0.004496	0.007163	0.013001	3406077152.155047
0.004538	0.007170	0.013994	3406077153.165095
0.004550	0.007190	0.013487	3406077154.155098
0.004550	0.007168	0.014382	3406077155.155059
0.004568	0.007214	0.013254	3406077156.155052
0.004523	0.007185	0.012934	3406077157.155046
0.004598	0.007165	0.012953	3406077158.155050
0.004596	0.007180	0.013526	3406077159.155049
0.004510	0.007190	0.013683	3406077160.155048
0.004483	0.007152	0.013447	3406077161.155044
0.004486	0.007191	0.014598	3406077162.155046
0.004514	0.007163	0.013319	3406077163.155049
0.004539	0.007174	0.013990	3406077164.155051
0.004525	0.007154	0.014270	3406077165.155048
0.004546	0.007181	0.014698	3406077166.155049
0.004520	0.007180	0.013484	3406077167.155047
0.004507	0.007184	0.014180	3406077168.155048
0.004504	0.007161	0.014286	3406077169.155047
0.004468	0.007196	0.013993	3406077170.155055
0.004434	0.007178	0.013244	3406077171.155048
0.004434	0.007191	0.014461	3406077172.155039
0.004378	0.007185	0.013665	3406077173.165084
0.004414	0.007171	0.014110	3406077174.155089
0.004316	0.007192	0.014846	3406077175.155069
0.004427	0.007183	0.012713	3406077176.155048
0.004442	0.007173	0.013566	3406077177.155048
0.004420	0.007213	0.013977	3406077178.155048
0.004411	0.007191	0.014242	3406077179.155052
0.004470	0.007158	0.012734	3406077180.155046
0.004490	0.007166	0.012806	3406077181.155046
0.004501	0.007169	0.014009	3406077182.155047
0.004448	0.007147	0.013106	3406077183.155047
0.004451	0.007184	0.013950	3406077184.155046
0.004397	0.007159	0.013051	3406077185.155047
0.004316	0.007139	0.012294	3406077186.155048
0.004283	0.007194	0.012264	3406077187.155049
0.004316	0.007163	0.011159	3406077188.155046
0.004345	0.007188	0.013081	3406077189.155051
0.004343	0.007169	0.015265	3406077190.155047
